battery_power;clock_speed;dual_sim;int_memory;mobile_weight;n_cores;px_height;px_width;ram;talk_time;touch_screen;wifi;price_range
1949;18;0;20;186;5;518;592;1125;9;0;0;1
1138;11;0;48;109;3;233;1777;2048;18;1;1;2
685;27;0;17;174;6;725;870;1223;18;0;1;0
1889;28;0;31;132;1;170;1106;3672;3;1;1;3
857;20;1;17;195;7;157;948;3100;13;1;0;2
1902;28;1;50;124;8;1142;1393;343;18;1;0;0
1225;24;0;15;155;5;840;982;1970;15;1;0;1
1066;16;0;39;131;5;401;1586;2728;17;1;1;2
1554;5;1;5;124;3;395;1579;3635;18;0;0;3
1337;5;0;31;186;2;48;644;2180;16;0;1;1
1926;17;1;33;172;3;982;1157;2488;14;0;0;2
869;13;1;34;104;2;478;539;3864;11;0;0;3
1278;5;1;54;104;8;581;750;1155;20;0;1;0
1773;25;0;32;170;6;1215;1472;3566;13;0;1;3
1661;8;1;6;109;7;594;1337;864;2;0;1;1
1438;22;0;32;176;7;683;1663;869;9;1;1;0
1661;14;0;29;119;2;536;861;591;9;1;1;0
1846;6;0;19;159;1;83;773;1333;11;1;1;1
1260;20;1;23;123;7;905;1313;2208;10;0;1;2
512;5;1;15;83;3;249;1849;2610;15;1;1;2
581;22;0;59;185;5;803;1613;2819;9;0;1;2
1872;23;0;44;134;3;459;1259;1955;15;0;1;2
687;13;0;50;151;4;584;1151;3416;8;1;0;3
1062;25;1;10;160;1;1596;1807;3803;16;0;1;3
1678;23;1;7;192;1;418;1763;574;19;0;0;0
1417;5;0;45;166;4;364;1029;2129;12;0;1;1
1074;24;1;9;103;6;946;952;1948;18;1;1;1
1832;7;0;2;90;7;186;654;2978;18;0;0;2
1039;13;0;12;200;8;1428;1827;1619;10;1;1;1
1059;24;0;61;134;3;1613;1916;3716;11;1;0;3
1606;14;0;57;154;4;1127;1924;3454;20;0;1;3
1928;18;0;19;187;3;691;1580;3777;13;1;1;3
1875;5;1;55;91;1;1802;1942;2712;6;0;1;3
1128;11;0;46;135;8;751;1582;1434;11;0;0;1
1748;17;1;14;146;3;859;1234;3968;3;0;1;3
1413;5;1;51;117;5;187;517;3383;2;0;0;3
825;5;1;23;86;2;206;1917;3278;2;0;1;3
1589;14;0;26;100;8;1673;1759;3970;18;0;1;3
535;5;1;54;145;8;710;939;2674;10;0;0;2
1780;5;0;27;190;4;1331;1463;2776;14;1;1;3
1671;6;1;61;129;2;263;848;2336;7;0;0;2
1821;9;0;12;114;1;97;1803;2430;6;1;1;2
1076;26;0;38;119;6;129;915;891;9;1;0;0
532;8;1;8;193;5;1213;1354;728;8;1;0;0
777;26;0;30;148;5;189;1143;3886;7;0;0;3
1217;5;0;17;182;4;628;632;1711;9;0;1;1
1656;16;1;16;117;7;320;899;2856;20;1;1;2
1185;19;0;31;152;8;837;1642;2447;3;1;1;2
577;24;0;37;161;6;1087;1450;814;19;1;1;0
737;24;1;49;193;4;781;1463;2951;10;1;0;2
704;22;1;53;186;6;251;1013;3653;15;1;1;2
525;5;1;51;137;8;262;1587;1891;12;1;0;1
504;5;1;16;166;1;767;1665;701;15;0;1;0
793;12;1;38;176;4;1226;1815;3139;12;1;1;3
569;6;1;39;184;8;389;739;2811;7;0;1;1
1590;19;1;21;160;5;920;963;1701;4;0;1;1
707;5;0;16;194;2;1027;1508;1853;12;1;1;1
767;19;0;19;185;6;271;1000;2445;6;1;1;1
1350;5;1;50;181;8;369;544;2287;8;1;0;1
1117;6;1;31;146;2;1258;1627;2003;14;1;1;2
641;11;0;7;192;1;417;759;3595;19;1;1;2
1002;8;1;35;83;2;1345;1416;1726;19;0;1;1
1408;21;1;45;89;5;613;1088;3952;3;0;1;3
1900;20;1;41;190;8;912;1596;850;4;1;1;1
726;29;0;43;101;8;666;760;1446;8;1;0;0
1544;23;0;45;113;8;236;857;1300;18;1;0;1
1454;16;0;21;160;4;186;1100;719;10;1;1;0
1230;22;1;26;123;5;416;676;988;9;1;1;0
1552;12;0;53;180;8;430;658;2606;12;0;0;2
1519;21;0;32;200;1;168;1239;2912;15;1;0;2
723;19;0;30;102;1;1467;1901;2339;17;1;1;2
1191;24;1;13;169;1;179;1813;1028;8;1;1;0
1168;13;0;61;90;8;159;1578;3173;17;0;1;3
1229;5;1;14;191;2;120;1878;1667;17;0;1;1
1758;5;0;13;190;8;762;1864;1897;15;0;0;2
1290;5;0;3;143;6;600;1109;1214;15;1;1;1
574;28;1;38;90;6;286;1171;3269;10;1;0;2
1271;5;0;32;113;7;1350;1949;445;14;0;1;0
1170;12;0;30;83;8;27;1722;1073;8;1;0;0
1269;13;0;52;118;2;1597;1920;665;5;0;0;1
1288;28;1;50;121;2;1177;1809;3129;2;0;0;3
1366;7;1;34;150;2;402;964;3501;3;0;0;3
1572;8;1;8;169;5;577;1237;3461;10;1;1;3
1627;9;1;32;180;6;52;1082;3206;16;1;0;3
1701;5;0;46;115;2;364;828;3717;10;1;0;3
1900;5;1;55;171;1;934;1241;3917;18;0;1;3
1974;10;0;24;80;7;250;545;861;6;0;1;0
1197;5;1;20;129;5;214;1710;2885;14;1;1;2
587;23;1;6;170;1;612;1793;2777;14;1;0;2
934;11;0;24;112;5;1111;1463;1017;9;0;1;0
1195;20;1;23;82;4;163;1100;980;17;0;0;0
1853;10;0;23;92;1;202;1951;2775;17;0;0;3
1164;10;0;19;95;8;729;1704;3309;3;0;1;3
1512;5;0;18;88;3;1079;1897;3607;6;1;1;3
1232;29;1;24;169;5;361;809;1257;16;0;0;0
1813;6;1;5;198;3;338;1306;759;14;1;0;0
946;26;1;5;166;3;1698;1771;3720;4;1;0;3
739;23;1;58;88;3;1052;1536;475;6;0;1;0
704;27;0;29;80;1;1108;1509;1122;10;1;1;0
1663;5;0;40;147;4;951;1545;1336;15;0;0;1
1966;14;1;40;185;8;1197;1987;1185;20;1;0;2
1219;10;1;17;196;5;473;1022;705;6;1;1;0
612;7;0;35;181;5;1294;1337;3169;6;0;0;2
1658;14;0;39;182;1;410;522;3483;15;0;1;3
1263;5;0;64;175;5;178;1883;1183;17;0;1;1
1395;28;0;55;118;3;782;1787;3373;16;1;0;3
621;27;1;54;151;4;434;910;2801;5;1;1;2
652;5;1;58;142;3;464;781;565;9;0;1;0
1175;6;0;25;145;2;137;1501;3153;12;0;0;2
561;10;0;11;163;8;492;1176;3421;5;1;1;2
1137;22;0;3;173;5;1250;1285;316;17;0;0;0
1835;23;0;11;193;7;385;583;448;14;0;0;0
1170;29;1;40;169;6;427;684;2366;2;1;1;1
1595;8;1;44;85;4;1024;1838;3881;9;0;1;3
1719;20;0;12;122;8;240;904;462;5;0;0;0
1770;23;1;7;128;7;886;1552;1480;17;0;0;1
1312;5;1;28;163;2;1233;1854;1087;14;0;0;1
1878;15;1;56;139;5;183;559;2711;3;1;1;2
1871;20;0;20;81;7;88;1682;2144;12;1;1;2
922;15;1;35;188;7;1016;1383;1165;4;1;1;0
1975;15;0;16;128;8;80;655;2998;13;1;0;2
1212;26;0;46;102;4;611;1715;2249;4;1;1;2
1430;9;0;56;179;3;569;906;752;17;0;1;0
1958;19;1;4;190;2;304;637;1409;3;0;0;1
1836;21;1;30;184;7;276;1230;3072;5;1;0;3
557;16;0;24;125;3;1131;1315;1305;3;0;1;0
539;6;1;21;145;7;551;599;3597;9;0;0;2
880;5;1;44;172;8;436;1302;3132;6;1;1;2
1369;18;1;34;162;1;553;727;3856;18;1;1;3
1109;27;1;39;98;1;1391;1787;1524;7;1;1;1
843;18;1;16;166;5;981;1096;3673;20;0;1;3
598;23;1;21;196;2;680;1173;3293;7;0;1;2
972;27;1;5;126;4;687;816;3035;19;0;1;2
1944;5;0;36;197;6;1060;1970;584;13;1;0;1
1225;7;1;2;138;7;217;1101;2675;15;1;0;2
644;13;1;30;114;1;1140;1654;2382;19;0;1;2
1919;15;0;48;150;4;304;1191;1391;12;0;1;1
501;23;0;54;131;4;504;1089;2346;2;0;1;1
1620;22;1;30;185;3;832;1033;606;18;0;0;0
1227;11;1;34;130;3;935;1781;1324;12;1;1;1
1359;5;1;58;107;6;446;901;1076;4;1;1;0
1914;7;0;35;118;8;942;1701;643;8;0;1;1
1645;18;0;21;123;7;897;1308;783;20;0;0;0
1063;11;0;26;101;5;1208;1232;3809;5;0;1;3
946;21;0;19;154;8;159;630;2104;16;1;0;1
1231;12;1;54;185;3;632;1184;1762;6;1;0;1
1397;29;1;9;87;6;1308;1991;3137;11;1;1;3
701;7;0;15;160;3;1002;1256;1756;17;1;1;1
570;5;1;9;111;7;1331;1917;3663;14;0;0;3
1993;5;0;27;147;8;150;510;2437;9;0;0;2
955;5;1;43;143;5;1248;1511;1432;9;1;1;1
924;5;1;47;167;8;108;1813;1620;12;0;0;1
600;5;0;14;112;5;320;747;1655;9;0;0;0
518;8;1;3;178;7;437;1947;2832;8;0;1;2
1063;25;0;31;95;6;295;935;961;5;1;0;0
920;5;0;46;149;3;1058;1421;2608;2;0;1;2
1715;19;0;3;171;5;79;1652;514;13;0;0;0
1841;13;1;14;167;8;593;672;2304;18;0;1;2
543;5;1;60;132;5;693;1031;933;5;1;0;0
1762;27;1;25;189;1;300;527;1896;20;1;1;1
1112;5;1;53;121;4;234;739;3655;20;1;0;3
709;20;1;35;136;1;1545;1596;1973;16;1;1;1
1315;26;0;64;128;7;59;575;3278;13;0;0;2
1762;25;0;15;107;8;1103;1364;2183;11;1;0;2
1462;17;1;25;182;7;91;1478;824;13;0;1;0
571;16;1;35;186;7;177;1282;2598;8;1;0;1
666;5;1;54;81;3;58;1353;1254;9;1;1;0
1994;15;1;7;146;8;447;1435;3622;20;0;1;3
1583;21;1;14;148;7;942;1651;1704;2;0;1;2
1778;14;1;45;132;4;88;516;1624;9;1;0;1
1926;11;0;50;179;6;371;1000;3809;17;1;0;3
966;6;0;50;117;4;1446;1754;2574;5;0;1;2
568;20;0;36;179;3;181;1703;950;9;0;0;0
1897;30;0;21;192;8;1311;1935;273;3;1;1;0
1695;5;1;46;200;3;1791;1898;446;15;1;1;1
1623;12;0;61;120;7;1568;1832;1510;17;1;0;2
914;5;0;26;147;4;706;721;1122;2;1;1;0
1721;5;1;33;128;4;871;1048;707;5;1;1;0
890;22;1;44;198;8;1074;1873;751;3;0;0;0
600;5;0;48;191;3;501;1465;3393;8;0;0;2
1677;18;1;11;124;6;271;1477;3771;12;0;0;3
723;5;0;3;168;4;920;1748;1851;16;0;0;1
638;17;1;27;102;4;1171;1383;2735;9;1;0;2
852;10;1;62;104;7;293;1159;2253;7;1;0;1
1979;16;1;32;165;7;833;1630;452;14;1;0;0
710;5;0;32;151;5;485;857;1419;18;1;0;0
1034;26;1;45;190;3;182;1293;969;7;0;0;0
600;25;1;22;145;1;207;1162;3441;5;0;0;2
1027;5;0;64;103;2;1698;1747;3786;12;0;0;3
1260;6;0;13;106;6;165;736;2710;8;1;0;2
1793;18;1;12;169;6;1086;1418;3533;15;1;1;3
675;23;0;60;144;5;192;757;1735;13;0;1;0
658;27;0;12;103;7;1156;1750;3587;20;0;0;3
1694;6;0;34;102;7;377;549;2298;2;1;0;2
804;8;1;41;89;1;709;818;2027;11;0;0;1
1713;25;1;27;127;7;729;974;2406;20;0;1;2
706;5;0;31;108;3;543;938;2419;4;0;1;1
1362;5;0;25;131;7;553;1505;995;18;1;1;0
1527;27;0;60;154;5;526;1116;2078;11;1;1;2
768;5;1;19;159;2;637;991;1145;7;0;1;0
1314;29;1;41;155;4;113;577;626;4;1;1;0
705;5;0;57;155;6;1114;1374;1509;18;1;1;1
1403;27;0;26;164;5;461;1251;3371;9;0;1;3
1486;26;0;52;85;4;1430;1747;297;15;1;0;0
781;11;0;38;198;5;304;1674;3508;5;0;1;3
986;15;0;23;183;8;471;800;2385;19;0;0;1
1310;14;0;33;105;1;806;1016;1301;19;0;1;1
560;20;1;57;81;3;80;1327;2167;7;0;1;1
1348;13;0;43;116;5;204;501;3914;8;0;1;3
1567;5;1;22;119;6;545;1621;2312;18;0;0;2
1940;9;1;17;93;5;112;858;2297;8;1;0;2
1979;29;1;19;176;3;1331;1532;411;2;1;1;0
561;21;1;2;193;3;1055;1294;665;4;1;0;0
1717;13;0;62;130;1;609;810;3226;5;1;0;3
535;15;0;48;113;1;290;811;740;18;1;0;0
1413;5;1;39;185;5;1039;1318;3878;4;0;0;3
1358;25;1;20;135;7;1485;1655;3406;11;0;1;3
1519;29;0;30;112;7;1122;1702;2440;10;1;1;2
1254;12;1;50;108;5;462;1013;3959;17;1;0;3
1591;22;0;49;154;6;1384;1883;3703;20;1;0;3
977;28;1;35;165;2;1502;1862;3714;10;1;1;3
1640;7;0;21;169;7;589;1301;337;5;1;0;0
663;8;1;25;183;2;82;1605;3176;2;0;1;2
1744;10;0;20;112;8;68;718;1205;14;0;0;1
1624;16;1;28;150;2;689;699;2473;2;0;0;2
1108;13;1;2;169;7;208;1742;1229;4;1;0;0
1188;14;1;9;114;2;1339;1558;2896;16;0;1;3
817;13;0;11;144;3;722;766;2039;19;1;0;1
863;16;1;6;133;4;717;1799;520;18;0;1;0
1397;24;1;3;121;3;433;1658;1378;4;1;1;1
1108;10;0;49;140;5;1298;1666;3254;16;0;0;3
1068;20;1;37;184;7;186;1998;1803;7;0;0;1
1702;23;0;52;145;2;1397;1491;2501;4;0;0;3
808;5;1;8;192;4;618;1891;3762;12;0;1;3
1156;5;0;61;89;7;1214;1262;1796;13;1;1;1
1271;5;1;54;159;8;613;650;990;6;1;1;0
696;5;0;51;197;3;649;907;2630;9;0;1;1
1981;19;1;45;175;6;193;1234;1380;13;1;0;1
614;17;1;58;128;7;22;519;3487;11;1;1;2
1590;6;1;7;122;3;1464;1595;1201;18;1;1;1
1945;16;0;21;113;3;280;895;3015;15;0;0;3
1135;28;1;43;158;1;690;1589;3204;6;0;0;3
1049;6;1;2;172;6;39;1564;433;6;0;0;0
1807;21;0;49;125;1;337;1384;1906;13;1;1;2
984;5;0;42;98;7;1036;1611;898;13;1;0;0
720;14;1;61;96;7;1347;1733;2799;15;0;1;3
1536;8;0;13;105;7;22;1634;2020;16;1;0;2
771;5;0;25;86;4;327;922;770;20;1;0;0
503;25;0;57;185;6;778;1291;305;16;0;1;0
675;24;0;42;187;7;482;874;2953;13;1;0;2
1936;19;1;34;182;7;591;1089;1671;9;0;1;1
1303;10;1;15;138;3;229;1604;2574;14;1;1;2
1004;29;1;35;141;6;901;1162;3772;18;1;1;3
1972;12;1;37;102;2;715;1648;2870;17;0;0;3
1822;12;0;8;195;6;172;910;2577;8;1;0;2
1159;28;0;18;83;1;681;723;2246;3;1;0;1
1782;28;1;58;157;1;867;999;2405;16;0;1;2
894;21;1;16;168;8;286;1300;3377;6;1;1;2
1884;21;1;43;185;1;451;819;3619;7;1;1;3
1648;5;0;17;142;2;1119;1238;1184;2;0;1;1
798;24;0;4;96;3;526;643;2965;14;1;0;2
802;24;1;45;157;3;1299;1633;3713;8;0;0;3
1276;29;1;53;130;2;217;735;3798;8;1;1;3
1331;16;0;16;165;2;1109;1226;1026;20;0;1;1
1620;26;1;5;186;6;434;1339;1086;13;0;0;1
1996;25;0;51;122;4;671;1445;2236;12;0;1;2
1092;27;1;45;185;1;1404;1424;1303;20;1;1;1
1018;7;1;63;155;5;856;883;3048;2;0;1;2
545;5;0;11;131;3;381;1452;616;19;1;1;0
554;13;0;12;105;6;85;806;3764;4;1;1;2
1264;29;1;34;171;3;562;849;419;3;1;1;0
1030;16;1;58;138;6;1111;1812;2858;18;1;1;3
1432;17;1;39;164;4;209;947;504;10;1;0;0
558;28;0;49;142;5;997;1605;392;8;1;1;0
829;5;0;56;129;7;91;1916;820;11;0;1;0
1741;18;0;14;143;8;730;1895;3387;3;0;0;3
1849;23;0;15;144;5;606;1123;3447;19;0;1;3
733;21;0;7;174;7;445;1409;1403;2;1;0;0
1872;9;1;16;80;2;286;1484;2295;16;0;1;2
1853;5;1;27;197;6;985;1005;1973;8;0;1;2
1149;22;0;30;106;6;1617;1675;3755;8;0;0;3
891;5;1;25;196;2;375;1724;2073;10;0;1;1
1911;20;0;64;163;8;1795;1958;3872;11;1;0;3
550;5;0;23;145;2;486;1930;302;8;0;0;0
576;8;0;27;121;2;757;1518;1519;8;0;1;1
1760;19;0;50;198;1;273;1704;2549;4;1;0;2
969;24;0;45;124;7;491;589;404;19;0;1;0
1160;11;0;63;166;3;762;859;595;15;0;1;0
827;11;1;18;160;2;448;821;1663;17;1;1;0
1786;5;0;58;161;7;231;1671;2764;7;1;1;3
774;6;1;8;136;1;1713;1865;2614;14;1;1;2
819;25;1;11;83;8;438;822;1094;15;0;0;0
1042;22;0;11;139;5;68;1018;2826;2;0;0;2
1368;30;1;50;97;7;698;829;2496;5;1;1;2
1592;21;0;50;181;2;510;522;2103;7;0;0;1
1067;18;1;14;146;1;965;1009;966;13;0;1;0
1892;7;0;47;110;4;1399;1564;2172;3;1;1;2
915;11;0;56;187;8;532;1448;905;12;1;0;0
774;28;0;55;124;3;8;896;3916;12;1;0;3
1848;14;1;42;179;2;154;605;3902;3;0;1;3
1501;11;0;2;187;1;198;1056;2487;16;1;1;2
1614;19;0;55;188;3;860;1330;3914;13;0;0;3
911;29;0;46;181;5;461;670;363;17;1;0;0
1520;5;0;24;199;5;109;1909;3233;4;0;1;3
1647;14;1;38;102;6;193;1185;2532;15;0;1;2
1347;9;1;53;108;6;961;1008;3836;14;0;1;3
967;16;0;25;92;8;243;1642;3076;18;1;1;2
1442;22;0;56;145;5;1626;1668;1513;7;1;0;2
1204;26;0;10;199;7;480;1482;1724;19;0;0;1
1320;21;1;41;144;7;123;1229;542;14;1;0;0
1800;7;0;8;100;7;400;823;3481;8;0;1;3
1567;21;1;22;153;3;190;1326;3991;10;0;0;3
1439;9;0;20;147;1;626;932;1790;15;0;1;1
1422;10;0;3;112;1;1;926;509;3;1;1;0
1591;22;1;52;161;3;548;1641;282;14;1;1;0
880;17;0;6;198;4;632;660;3006;3;0;0;2
1929;5;1;19;163;6;349;1051;1913;6;1;0;1
1642;16;1;5;102;5;1686;1889;1333;2;0;1;2
1511;25;1;21;114;3;1455;1982;3746;5;0;0;3
1312;13;0;10;163;2;95;893;3941;13;1;1;3
1852;14;0;10;196;1;580;1163;3970;11;0;1;3
972;13;0;44;82;7;297;589;3925;7;1;0;3
691;27;1;33;108;4;951;962;424;15;1;1;0
807;5;0;8;158;5;667;697;1284;2;1;1;0
1113;6;1;25;145;1;1047;1312;277;12;0;1;0
721;13;1;16;125;1;408;1862;1713;4;1;1;1
1188;15;1;54;198;6;1150;1469;485;7;1;0;0
1512;5;0;52;131;1;333;952;3002;7;0;1;2
805;7;0;64;97;4;641;704;418;17;1;1;0
918;9;1;8;123;7;653;671;1652;14;1;0;1
1320;5;1;48;168;5;103;1583;2893;9;0;1;2
1236;9;1;57;188;1;517;809;1406;20;0;1;0
1387;5;0;61;98;3;785;1151;629;11;1;0;0
1883;27;1;30;95;2;531;791;3724;20;1;1;3
839;20;1;14;175;7;564;1391;3835;11;0;0;3
1593;10;0;52;130;8;761;1336;1354;13;1;1;1
1722;10;0;25;88;6;1179;1638;2376;19;0;1;3
1954;6;1;7;126;3;673;690;3438;13;0;0;3
1788;5;1;2;150;6;472;1073;2655;4;0;1;2
1628;5;0;33;101;6;412;643;3361;13;0;0;3
1965;5;0;4;84;7;977;1660;3535;16;1;1;3
833;22;0;27;124;1;359;1395;2150;7;1;1;1
571;6;0;43;141;3;224;783;2587;18;0;0;1
1808;5;1;31;92;2;714;1208;2736;8;0;1;3
1860;5;1;55;83;6;195;799;676;4;0;1;0
1368;16;1;9;115;7;843;1145;2941;17;1;0;3
1161;13;1;21;126;8;308;1169;3336;14;0;1;3
1224;16;0;33;157;1;522;563;3796;13;1;0;3
902;6;1;63;122;5;364;1360;3654;15;1;1;3
787;5;0;11;93;1;806;1423;2934;14;0;1;2
854;5;0;30;125;8;518;1152;2889;11;0;1;2
1184;15;1;48;191;1;519;1577;3315;14;1;1;3
1973;16;1;39;152;4;792;1181;1993;5;0;0;2
510;17;1;35;120;3;382;1228;2509;11;1;1;1
966;20;0;34;118;2;214;1523;3534;11;1;1;3
1438;18;0;16;169;8;859;867;2246;15;0;0;2
1986;5;0;51;95;3;342;774;3165;13;0;0;3
1907;20;0;55;105;7;713;1513;286;17;0;1;0
1489;24;1;32;200;1;172;812;776;8;0;0;0
1843;18;1;16;134;6;118;580;3213;15;1;0;3
825;15;0;38;94;3;540;783;716;14;1;0;0
1286;23;0;16;98;2;18;662;424;4;1;0;0
840;6;0;63;137;7;987;1081;3486;18;1;0;3
757;23;1;58;163;4;535;697;3237;9;0;1;2
814;11;1;41;177;2;1092;1406;1944;12;0;0;1
1195;11;1;8;80;6;327;1001;643;19;0;0;0
767;8;0;10;107;4;517;1995;2317;12;1;1;2
1068;13;0;52;97;8;994;1500;1436;15;0;0;1
994;28;1;56;173;3;491;530;3190;20;1;1;2
1550;25;0;21;133;2;268;832;2338;15;1;0;2
1878;5;0;29;85;8;210;1026;1334;2;0;0;1
623;20;0;6;127;3;144;672;3657;19;1;0;2
1829;5;0;15;160;5;729;1267;2080;12;0;1;2
525;24;1;35;190;7;82;670;1609;3;0;0;0
1065;5;0;14;89;2;188;928;3078;18;0;1;2
1425;12;0;35;127;8;150;1897;590;6;1;1;0
1296;14;1;11;129;7;1222;1382;2552;10;1;1;2
642;28;0;34;197;2;331;1011;3355;13;0;0;2
1664;29;1;15;177;7;1178;1929;1968;9;0;0;2
1498;7;0;8;170;7;347;1076;3358;19;0;0;3
981;19;1;2;136;3;75;688;1539;19;0;0;0
1236;28;0;32;143;4;492;1403;942;14;1;1;0
1673;28;1;9;187;3;65;734;3669;10;0;1;3
712;16;0;9;172;2;881;1234;3612;4;0;0;3
569;5;1;4;170;3;351;1159;2351;10;1;0;1
603;7;1;64;156;6;1842;1968;604;8;1;1;0
1332;8;1;11;187;2;758;1165;1285;9;1;0;1
1413;6;0;13;128;1;1323;1481;515;18;1;0;0
1064;29;1;34;184;6;1175;1569;654;6;0;0;0
1444;6;0;48;82;5;1092;1554;2540;15;1;1;3
1366;17;1;53;161;5;647;1876;3869;14;0;1;3
906;21;1;18;136;2;1102;1793;3412;16;0;0;3
1554;27;1;47;185;5;319;1367;509;19;0;0;0
1187;23;0;21;122;6;215;1125;2547;5;1;0;2
1156;27;1;30;173;3;945;1913;2735;13;0;1;2
1918;28;0;22;139;1;381;1203;1369;6;1;1;1
841;5;1;39;199;6;546;828;2942;16;1;1;2
730;13;1;6;167;7;1096;1155;2812;17;0;0;2
878;13;0;31;153;4;575;618;3497;11;1;0;2
1059;5;1;50;182;8;519;1545;619;18;1;1;0
1578;29;0;3;200;1;342;670;3483;16;0;0;3
1829;17;0;36;112;5;291;563;1475;7;0;0;1
1132;10;0;8;157;1;1091;1293;1950;6;1;1;1
1652;6;1;40;198;7;352;1084;3592;6;0;0;3
912;5;1;58;107;5;165;1723;3573;20;1;0;3
1181;23;0;61;116;2;385;831;2020;18;1;0;1
1497;7;0;32;92;3;1920;1933;1329;7;1;0;2
1790;23;1;49;100;3;396;1980;3568;18;0;1;3
1742;16;0;49;100;1;1134;1469;1947;6;0;1;2
1549;5;0;8;158;5;721;1514;1998;15;1;0;2
1372;27;0;34;193;4;687;937;725;20;0;0;0
1112;5;0;12;190;4;777;1119;3302;20;1;1;3
1005;5;0;46;133;8;176;1556;3884;20;1;1;3
783;17;1;27;150;6;458;1263;1185;6;1;1;0
1698;25;0;26;105;2;485;1819;1656;17;0;1;2
899;27;0;53;192;4;641;1638;2870;10;0;1;2
1062;15;0;45;151;3;798;1435;911;9;0;0;0
989;20;0;17;166;3;256;1394;3892;19;1;0;3
1983;12;1;27;125;1;370;1197;3897;10;1;1;3
1800;30;0;53;87;1;191;1108;656;18;0;1;0
1254;17;0;45;146;3;1571;1956;606;2;1;1;1
868;17;0;30;83;4;276;1026;1653;17;0;0;1
1205;5;1;12;175;4;573;614;860;14;0;1;0
1284;28;1;10;155;2;160;516;2197;9;1;1;1
626;7;1;23;187;2;90;1334;3458;11;0;1;2
1763;29;1;53;101;4;138;806;2066;17;1;1;1
694;18;1;36;193;4;983;1230;3676;5;0;1;3
1265;6;1;49;90;1;275;687;1518;8;0;1;1
816;5;0;14;198;3;149;558;1018;15;0;0;0
904;18;0;35;168;3;42;507;1360;11;0;0;0
979;5;1;5;164;7;793;1670;3449;14;0;0;3
1531;20;0;60;162;6;625;765;2524;7;0;0;2
934;20;1;30;182;8;521;1190;703;7;0;1;0
1624;26;1;58;200;3;1530;1744;1251;18;1;1;1
874;13;0;8;185;1;442;1248;582;15;0;0;0
1027;22;0;63;102;5;152;714;1732;13;1;1;1
1966;8;1;48;144;1;1242;1973;1252;19;1;1;2
1048;15;0;29;182;1;29;1670;2146;2;0;0;1
1496;19;1;38;126;4;501;506;1927;6;0;1;1
959;17;0;13;155;4;87;736;3328;10;1;1;2
1349;22;1;55;105;7;648;1019;2462;17;0;1;2
1689;24;1;13;168;2;521;674;1172;17;1;1;0
1558;24;0;27;146;1;120;1409;3598;12;0;1;3
582;5;1;27;168;3;985;1420;2437;2;1;1;2
1485;28;0;44;138;4;341;774;3271;8;1;0;3
1991;18;0;9;94;3;751;1377;1511;9;0;0;1
553;5;1;23;119;3;993;1517;2981;14;0;0;2
1231;7;1;7;113;1;43;1663;3119;15;1;0;3
805;8;0;34;88;6;1262;1538;3647;9;0;1;3
764;12;1;13;152;8;361;511;3148;6;1;0;2
894;9;0;54;130;3;104;541;2829;13;0;1;2
1589;26;0;46;84;3;618;940;2373;20;1;0;2
1456;16;1;39;80;8;815;1666;3998;13;1;0;3
743;5;1;33;95;2;1587;1659;316;4;0;0;0
1061;21;0;52;109;7;138;1330;999;9;1;0;0
1428;16;0;7;153;4;584;983;1808;13;1;0;1
674;28;1;8;93;3;750;772;589;4;1;0;0
832;11;0;46;93;6;820;1366;3317;19;1;0;3
1625;5;1;50;107;8;8;1219;670;8;0;0;0
907;14;1;42;151;1;171;507;584;6;0;0;0
1631;5;0;13;166;2;960;1735;2173;8;1;0;2
1584;13;0;41;135;4;160;1291;1561;17;0;1;1
1382;5;0;13;199;2;612;719;2073;9;0;1;1
633;14;0;46;102;6;709;1915;1401;11;1;0;1
1444;21;0;38;104;7;624;917;3764;10;0;0;3
852;16;1;54;147;5;538;730;1275;12;0;1;0
922;7;0;47;157;8;1295;1808;1464;12;0;1;1
1745;15;1;57;159;3;1164;1908;2885;5;1;1;3
862;23;0;6;107;8;829;1977;3458;9;1;1;3
1754;21;1;52;101;4;199;1452;3019;19;0;1;3
1008;25;0;36;109;1;825;1972;1083;6;0;0;1
1569;5;1;33;147;1;519;930;3538;15;0;1;3
1596;29;1;7;149;2;169;1190;2493;13;1;1;2
1807;5;1;61;134;6;1734;1968;3726;15;0;0;3
1660;28;1;7;184;1;76;1165;1531;7;0;0;1
1861;9;0;55;148;7;1698;1877;601;4;0;0;1
648;19;1;8;91;5;819;1997;2991;4;0;1;2
1379;5;1;19;134;8;387;671;3912;19;1;1;3
1910;17;0;34;115;2;985;1284;309;10;0;1;0
1807;20;1;13;155;8;970;974;323;3;1;1;0
1923;5;1;46;191;1;767;1759;1489;3;1;1;1
1345;30;0;38;162;3;512;1465;1322;15;0;0;1
904;16;1;14;102;8;56;760;1846;3;0;1;1
1239;12;1;52;122;2;590;661;417;6;0;1;0
1330;9;0;52;84;4;462;1304;3269;8;1;0;3
516;7;1;30;138;1;126;698;3731;15;0;0;2
672;5;1;54;95;4;578;1143;667;14;0;0;0
892;5;0;47;94;1;655;1782;1241;9;0;1;1
1778;5;0;23;101;6;1028;1445;3941;13;0;0;3
1130;25;0;58;132;5;88;1261;1018;16;0;0;0
1359;6;0;59;86;2;1692;1902;3142;17;1;1;3
